score,text,klasifikasi
1,wfh bikin engah cuti revisi ,Positif
2,isi pulsa untung bikin wfh asik ayo isi pulsa min rp rb kuota mb akses youtubenetflix penawaran batas sihkak berlaku,Positif
-1, jam deh kerja lani start pkoi pkoi ptg pastu lepas buka posa tgh malam lena sat bangun sahur sambung subuh nak krja besa wfh deh krja jam,Negatif
-4,ahmad yurianto orang pergi tuju kerja isok kabeh kantor tutup podo wfh tolol tolol tolol,Negatif
0,pakai barubaru wfh pakai ss auto kusam muka mandi pakai ss sekal ,Netral
1,ganggu layan area internet stabil minggu beres min wfh ganggu estimasi beres ,Positif
0, doang wfh rak sepatu debu kepakee hmm,Netral
-1,yaallah kuat wfh rumah ,Negatif
-2,orang mah rumah wfh muka cakep buluks,Negatif
-1, main toko lo wfh haha,Negatif
-1,daritadi merem susah besok kerja wfh help me,Negatif
-1,coba mie sayank bang moul samyang kau versi indonesia wfh lihat harihari bcp coba ragu takut zonk,Negatif
0, status kerja wfh keluyur kerja lembur ,Netral
1,besok grandma ngajakin bikin kue lebaran mbak mbak wfh ya,Positif
0,koyo butuh primer wfh,Netral
-4,semenjak wfh manjatuhkan bendabenda kosan alat makan gelas pecah teko pecah remote jatuh ,Negatif
0, kantor anti wfh,Netral
0,semangat wfh,Netral
0, bijak pemerintah seruh rumah wfhlfh tahap psbb ,Netral
0,wfh juni mantap,Netral
0,walopun wfh pekerjaanmakin mager ngerawat ,Netral
0, kak eps misuh dewe reply kureply drakor gombal cheesy haha wis mumet wfh rauwisuwis muat,Netral
0,kkk iya ndam syukur kerja wfh stres wfh ,Netral
0,enakee wfh wfh je masuk ,Netral
0,hasil wfh ,Netral
0,suami musuh suka ngide jelasjelas suka goda istri pandemi full wfh ketemu minggu sekal syukur,Netral
1,iyaaaaa untung wfh habis sahur tidur bangun langsung cuci muka ngadep laptop mandi lari kantor,Positif
-1, kaca orang warga gawai pemerintah wfh coba taat atur anjuran paham atur moga manfaat ,Negatif
-1,rejeki cerita tuhan yesus asih makan orang ikan roti sisa keranjang pandemi covid hasil non rutin wfh hasil rutin puji tuhan,Negatif
-1,simpul ge ya en wfh ,Negatif
-2, wfh pundak gel bahu sakit kerja meja lipet lantai kaki semut rebah ngantuk kerja tengkurep sek dasar ,Negatif
-5,lihat berita sedih deh wfh rumah mudik asa siasia doang gara baju lebaran doang astaga niat juni kerja kayak woiiii,Negatif
0,tenaga medis suruh wfh kasihan sia korban nyawa,Netral
0, mama manfaat wfh main rio nyuekin rio,Netral
-2,wfh heran takut otak botak masuk kantor traktir indomie ya,Negatif
-5,pusing mikir kerja status kayak relawan gaji wfh sedih bilang orang tua ya gaji thr,Negatif
0,din pikir wfh plis,Netral
-2, tbtb gagal masuk jaring ya butuh ngerjain tugas wfh deh bayar mahal mahal,Negatif
0, wfh season kayak pie,Netral
-5, kadang tuh salut orang kerja abang kaki gerobak keliling ojol kurir tukang service tukang sampah ayan publik ya wfh ya hidup stay at home,Negatif
-2,rang orang mah wfh webinar ya mah humz wifi,Negatif
-1, bantal leseh empuk mahal min rumah meja kerja wfh,Negatif
0, support je,Netral
-1,instagram rupa salah aplikasi social media lejit kalangan anakanak orangtua,Negatif
-1,woii erick tohir nyuruh gawai bumn taun mei masuk kerja dann telkom salah usaha bumn apakabar magang wfh masuk kerjaa,Negatif
-1, malam coba baju celana pengin ngantor ding efek wfh,Negatif
0, tidur kayak agenda wajib wfh,Netral
0,manager giving excess work during wfh tumne jo dekha hai socha hai samjha hai jana hai mein woh nahi,Netral
-2,bayang lu duduk tenang rumah mikir besok makan duit masuk ku wfh lu kayak turun sedia tv smartphone tablet laptop dll berita mudah tau new cases orang ,Negatif
0, wfh mager masuk,Netral
-1, wfh meja kursi ya garap kerja laptop klesetan jam kuliah,Negatif
-1,wfh lebaran ketupat ulang ,Negatif
-2,esk last day wfh khamis jumaat masuk ofis pastu off semggu wehuuu xkesah raya muar melaka rehat minda kerja deh ramai atur lepas raya ,Negatif
-3,bagus quarantine wfh haritu kerja part time je shah alam lepas habis ajar now deh henti tanam anggur,Negatif
0,wfh bikin gendut lengan kayak kedebong pisang,Netral
0,wkwkkw iya wfh duh pengin ,Netral
-1, wfh rumah,Negatif
0,sibuk wfh cek samabanking ubah,Netral
1,untung wfh ,Positif
2,iya mas alhamdulillah biaya kuota wfh tanggung kantor deh transfer,Positif
-3,tibatiba video call anakanak tim isi nostagia mak goodtime chocolate efek wfh sehatsehat ya anak ku next kumpul ya corona kelar,Negatif
-3,benarbenar orang balas email jam gin serius hahaha senang nyata lembur wfh,Negatif
0,jam gin kecimpung kantor wfh ngalamin,Netral
-1,terimakasih wfh quarantine penuh semangat bahagia moga more more pecah rekor hits dunia take care too,Negatif
0, pemirsa rutinitas kurleb pagi strecthing dikit insaf olahraga video cognitium apps kantor yoga n dance lihat yutub of course laku pasuk bobok bis masak n mandi,Netral
-2, art lho begitueh ya drama yahabis pinjam duit ngadat kagak masuk alesannya kegugurandan sopan tetiba kirim orang kerja rumahhedehh yaudah rejekiriskan art pp,Negatif
1,erti deh paksu memangsampai disediain speakertau istri suka krja dengar lagulagu oiya tb flashback dengar lagulagunya hahaha nontonin mv lumayan refreshing gel kerja playlist ,Positif
0, kerja meja makan begituiya biar gampang ambil camil ye kerja kamar tidur berabe suamisudah kmr kunci biar ganggu krucils akhirny paksu diaturin meja kerja sendiricowok cwittt,Netral
-2, ngerjain buku tugas prakarya nakanak suka sukarelawan ajar ya tugas praktek solat hafal surat alquran kosakata bahasa arabinggris muktatofat bunda bokkk rekam n kirim guru ,Negatif
-2,ah doain deh moga bigbang album n en pasca dibubarin astaga bahas ngelantur kpop ya hahaha,Negatif
-4, ya baidewai syukur anak pakai tuh nama video conf anak jam now anak temanteman tknya gengsi cenderung runyam nugasnya tuhye ngerjain tugas orang tua yakali vicon anak ,Negatif
-1,kilas info suka sandara park suka lagulagunya gdragon mellow engah jodoh in f xixixi deh gossip lawas omg garagara kena virus,Negatif
-1,me wfh anjir bosan pengin ngantor also me wfo capek wfh kerja rebah,Negatif
0,beli kak re gosah banyakbanyak egk gb an kirakira wfh beli gb kak re jaga tetiba kampus,Netral
1, magang kantor abang sayang wfh huhu,Positif
-3,before mco my compny flexible wfh policy sok since je oracle wfh mco office mco n cmco orang kne masuk office alternately deh tahi lebam umah je hahahha,Negatif
0, wfh kilo pipi tumpahtumpah haha,Netral
-2, wfh menu makan xylo masak pakai bosan bingung masak pakai ,Negatif
-1, ya means wfh jela haah kuarantin bilik minggu,Negatif
0, wfh ku senang wfo sepi habis ,Netral
0,time laki duk kerja apadia wfh malam ,Netral
2,ditengahtengah wacana relaksasi psbb harap moga kasih berkat upa kantorbos bijak asih privilege karyawan bebas pilih opsi ngantorwfh berani rumah angkut kantor ,Positif
-4,mumpung wfh pengin eksperimen ngecat rambut aneane ujung rambut kering potong tida salon buqa hamba pigimana bablas wae orang no hah hah hah keong,Negatif
1,terusbagaimana ahli medis kabar wfh anak sekolah mahasiswa benarbenar damping corona seleksi alam,Positif
0, kantor jam siang malam efek jarang ketemu gegara wfh mengobrolngobrolnya bablas hahaha,Netral
-5, maret wfh sekal paket best deal internet kebel gb mubazir rumah pakai wifi april wfh isi paket gb jaga rumah expired tanggal mei mubazir sisa gb ,Negatif
1,syukur wfh sholat ,Positif
-1, dtc wfh ya drew,Negatif
1, wfh mas maaf tau tanggal ,Positif
0,semenjak wfh pikir ubah career path petan,Netral
0,anak besok wfh begadang kamar tanding ngepes imun bahagia,Netral
-1, mas harga default ya hehe ira promo wfh garagara covid gituloh,Negatif
-2,mndesak n beli kperluan krja gua minggu wfh wlupun kerja gua resiko cutsngat sygkan rumah tahan sementaraapa beli baju toko langsung diwktu butuh,Negatif
-1,iya cha gua nontonin kiano doang kelar wfh haha lucu ,Negatif
-3,ya begitutibatiba otak lockdown dihimbau rumahsekarang staf wfh artis kelayapanke bar ya bh pakai katakata mentingin privasi artis biar dibacklash f bh tuh pintar ngambil ati f,Negatif
0, wfh intensitas pesan makan online goda kuat promo,Netral
0,besok wfh pengin kerja coffee shop takut digrebek,Netral
2,kerja wfh arus kencang bikin team rebah bentar,Positif
1,syukur sodara ditumpangin kantor wfh ngungsi hahaha,Positif
-1,nak tengok drama esok kerja tt rindu pkp duduk rumah wfh em tt,Negatif
0,wfh kenal libur lebaran hufttt dedlen h h h,Netral
0, wfh neng kantor ketemu daisuke,Netral
-1,teman wfh kerja takut kena virus kerja psbb iri bilang bos,Negatif
0,kangen nasi rawon pecel n peyek pagi sarap situ b wfh,Netral
-1,kaya wfh kangen ya kayak sekal,Negatif
0, efek wfh aktif twitter,Netral
-1,garagara sri ku pikir corona mas mat wfh wfh kayak coba kulak piring repot angkut berat,Negatif
-1,hahaha iya mas siappp iseng coba biar ngantuk susah tidur wfh ,Negatif
-1,mending w semenjak wfh nyentuh americano banter cappuchino kangen tuh kopi,Negatif
-2,gila minggu wfh terdapatbperubahan besaran perut fiuh,Negatif
-2,masyarakat wfh gatahan rumah bayang kerja bolak rs ketemu keluarga,Negatif
-1,alhamdulilah full rumah wfh,Negatif
-1, iya wfh awan ,Negatif
0,another achievement kelar wfh jam masak workout workout ditlp user,Netral
1,masker dhisik cerah wfh,Positif
0,laaa ocha kat seremban wfh eh,Netral
0, wfh enak seru seru wfhnya corona,Netral
-1,kemarin skrmg bdg git sekira wfh rawan sakit jahat mah mending stay at home buluk haha,Negatif
-3,rumah stres tau wfh enak sosialisasi hape bikin bosan hayo yuk manusia egois please virus korona bikin susah orang taat yuk atur ,Negatif
1,es wfh kak,Positif
-3,plis kantor lo nerapin wfh even pemerintah bebasin kerja normal ya wfh kehandle rumah ya why not ,Negatif
1,referensi olahraga seng cocok wfh,Positif
1,sip suai janji tagih first media turun alhamdulillah dukung wfh resmi ,Positif
-2, wfh kepala kosong,Negatif
-4,ciiit wfh tuh cuti ambil cuti coba berat ya nemenin bocil tunda tunda ajak main anw semangaaat,Negatif
0,wfh until sept,Netral
-2, buka email notif wfh tanggal juni wfh maret cuy asli full khawatir entar lupa rute kost kantor sebaliknua lupa meja kerja ,Negatif
-5, obat lwnnya cegah social distancingpsbbwfh nglawan pakai pakai rebah wfh karyawan pabrik gawai toko wfh ente lwn orang kebal senjata ente lawan pakai parang dungu katai dungu,Negatif
-1, x jam ngeblokinnya rebah wfh ya,Negatif
0,semenjak wfh jarang pakai lip cream dkk jdinya bibir warna natural beda,Netral
-1,wfh jam kerja ya jam,Negatif
0,awak work from home wfh g office kadang,Netral
-1, wfh tinggal sadar piyama layak tank topshort pants doang kemarin beli piyama layak maksud biar presentable ,Negatif
-1,wfh tanggal junisubhanallah tau omong ,Negatif
-1, wfh hahaha isi naachan banding kali haha,Negatif
-1,iya siapsiap berangkat tetangga rumah wfh,Negatif
0,bruh wfh wes belai buku nonfiksi sekal,Netral
-1,sumpah ya wfh tau weekend uber kerja,Negatif
-4,btw stay rumah bln drive thru makan mobil jalanjalan turun mobil suami stop wfh lebaran besok bingung rumah anak bayiiik kondisi stres jenuh,Negatif
0,besok benarbenar wfh tanggal masuk kerja seninjumat jam pulang dicepetin set sore,Netral
-1,wfh kak lang tanggal orang,Negatif
-1,bujubusyehgegara wfh ya,Negatif
0, pikir wfh santuyy jebul kerja rodi teman ku ngeyel bikin thread rada curhat ya,Netral
-1, pusing ya gais oke nikmat wfh masuk akal team wajib jam wib call kill wib well tenan tooo,Negatif
-2, harap nyantai rumah kayak asa kerja ya wfh kayak kerja rodi why gais janji wfo jam kerja seninjumat jam wib sabtu kerja gaji lembur up rebu sabtu khusus,Negatif
0, uwe kerja kakbe nutritionals team verifikasi pindah team project mori teman saru batch sebar pilih tahan verif target call project png wfo suasana kerja ok but wfh,Netral
1, hidup penuh drama wfh awokawok,Positif
-1, senang syukur manusia manusia bebal egois hidup tinggal kosong rumah sakit dokter awat wfh yey,Negatif
-2,wfh jenuh rumah kemanakemana kerja gua jelang lebaran kayak,Negatif
-1,wehhhh ' few minutes till sok means still wish kau birthday kaaaann hahaha sorry doh busy gila since wfh happiest birthday allah shower you with his blessings moga murah rezeki mudah sulit and urus,Negatif
2,kupikir wfh awat hidup sehat bikin buluk bulat bego,Positif
-2, goblok biar mati wfh kena imbas alias anjing ,Negatif
0,kagak jatah wfh sore sore suruh kantor wkw,Netral
0, wfh wifi tingkat x lipat lol maksa,Netral
-1, ya wfh ,Negatif
-2, nyaman rumah ya rejeki wfh wkwkw,Negatif
0, wfh mbun masuk kerja,Netral
-1,wkwkwmw saansa yakaan udhlah wfh gani kagak full thr gasebanyak deadline kayak amjg,Negatif
0,gajadi wfh hahahahah,Netral
1,mboh heran eh wfh wfh ,Positif
1,hospital playlist tunggu tamat sek deh e habishabis wes nunggu wfh haha,Positif
-2, orang indonesia buru baju lebaran situasi kayak aing wfh orangorang reckless kayak enak i mean they're shopping for god' sake,Negatif
-1,haha i guess the stres wfh played some part me losing grams pipi je tembam hahahha,Negatif
0, wfh udahan sikkkk duit habis lihat ol shop sueeeee,Netral
0, ngeributin kerja sambung wfh hmm,Netral
1,alhamdulillah lu wfh kagak lu joy,Positif
-1,wfh got me be like ngejar deadline pmw besok wkwkwkwk tim bentuk kemarin runding bikin ,Negatif
0,kantor tanggal bang tanggal wfh hehe,Netral
-1,wfh kerja variatif bangun tidur pakai mandi langsung kerja laptop nyuci piring kerja nyuci baju kerja jemur pakai kerja mandi kerja konser dolo kerja repeat,Negatif
0,wfh agustus,Netral
0, wfh cape ,Netral
0,wfh dibawain sampel apple pie kelas harvet nyong broer ,Netral
-4, erti jalan macet kantor wfh masuk full shift an kayak kantor angkut ramai tumpang ya orang butuh ,Negatif
-2,iya wfh ku juni jalan normal aaaa moga ya lyn,Negatif
-1,tau deh gapenting ekstro intro kakak mira wfh enak keluarga single yaudah rasai sono kosan peduli kerja beres,Negatif
0, wfh until habis pkp and bos ok syira kampung tgok mey still kena masuk office sabaq meyy,Netral
1,tanda pjj wfh jenis ,Positif
1, ngendarain motor runah beli bahan kue anter sen kue sendi ngilu ngilu wfh maret,Positif
1,alhamdulillah sekal tubuh biarpun full kerja layak corona kenal wfh badan fit moga lindung allah moga imun kuat,Positif
-1,wfh mi band kayak gantung kunci,Negatif
-1, orang wfh kerja report tindak telepon jne pusat angkat hhmmmm,Negatif
0,finger time rebah tonton tidur makan tulis wfh mandi scroll tiktok dll ,Netral
0,untung syira wfh kak kja pkp mey kja teh nk cuti stres ,Netral
0,efek wfh mafya,Netral
0,hahaha iseh wfh opo masuk normal koe,Netral
-1,ya sory ngab jin wfh ,Negatif
0,hasil wfh kelar kelarrr ,Netral
0, indihome mehong khusus wfh plus media,Netral
0,amin enjoy wfh ,Netral
-3, optik tuh buka gatahan garagara wfh mata rusak,Negatif
-3,h parah profesional jam kerja wfh jam gin rebah mood jelek nyata laku jelek,Negatif
-1,h wfh sabotase komputer kantor,Negatif
1, ngerjain tugas pakai teams wkakwkwk nyata wfh bawa dampak positif nokturnal jam gin on ngerjain tugas besok kuliah jam gin tidur takut telat bangun,Positif
1, pengin bikin thread belanja wfh hmm hmm hmm,Positif
-1,salah terngeselin corona wfh ngerubah jam tidur besok wfo kembal jam tidurkuuuu normal,Negatif
-2, email bos update corona kantor kerja rumah sar kerja rumah kantor kantor halhal desak another month of wfh i guess,Negatif
-1, bucin simpan memory uwuu lupa niat kayak efek gabut wfh mohon maaf lahir batin yeorebun sampah deh ,Negatif
1,tenaga medis yaudah wfh bye indonesia died,Positif
-1,wfh masak telor dapur tipu,Negatif
-2, pemakaian indihome gb rutin paketin telkomsel backup connection mati listrik rumah efek wfh soksokan kaget bertahuntahun wfh,Negatif
0,ohiya jarang olahraga semenjak wfh gerak samsek,Netral
1,alhamdulillah sabar wfh lancar gegara si indihom hilang timbul uyee,Positif
2, x ramadhan bangun jam jam pagi kerja wfh subhanallah alhamdulillah nikmat jalan puasa,Positif
-2,lanjur nyaman wfh suruh ngantor berat ya,Negatif
0,wfh gabut pikir ,Netral
0, sesimple lo gamampu beli oceh luang salam habis sia sia jalan rumah kantor maksimal pikir tahan hidup wfh,Netral
-1,btw gangerti deh orangorang sindir wfh dadak share tutorial masak dagang bisnis jual selesai quarantine jago rajin masak tajir bisnis kayak orangorang sindir sarjana perjulidan,Negatif
-7,lari weh nak tengok bunga sekal tahi kucing koyak wehh korang kucing tayahla dalil kucing haiwan nabi etc blaja bab adab jiran koyak sial pagi isnin nak kena hadap tahi kucing cair wfh wtf,Negatif
-3, hidup jalan normal omong kangen deh wfh kerja rebah main rumah bentar,Negatif
0, wfh patut raya,Netral
-8,orang suruh rumah susah main kecuali orang kerjaenggak wfh nekat toko beli bj lebaran nongki sibuk anut teori konspirasi nge share sosmed biar orang taat atur mbok ya turunin ego,Negatif
0, kesan baby of wfh,Netral
-1, wfh makeup pakai masker jerawat khusus doang,Negatif
-1,bangeetttt stres kemarin wfh out of control,Negatif
0,sobat boros wfh hasil tabung,Netral
-1,kerja suami wfh kerja masak bae baein gua ambek,Negatif
-1,besok berlaku wfh kerja full team jalan misi hohohoooo,Negatif
-3,ideal anak sekolah sekolah rumah masuk atur sekolah physical distancing jam ajar masuk kelas ganti duduk kerja ganti wfh public transport padat kali,Negatif
